,Polarity,Tweet,Tweet_final_sent_lexicons
49413,1,"Gooooooooooood Monday, Twitterland! My weekend was so good, but sooooo good, that it felt like a whole week of vacation... ",good monday twitterland weekend good soo good felt like whole week vacation POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
529814,1,had enough of exams. but its good to chill with mates in the sun on the nower ,enough exams good chill mates sun nower POSITIVE POSITIVE POSITIVE POSITIVE
653369,1,i had lazy day but it was good too! I just finished to write letter to my honey and will go to bed ,lazy good finished write letter honey bed POSITIVE POSITIVE POSITIVE POSITIVE
705264,1,I ate at a new favorite  yesterday. A hole in the wall out in the country of Ft. Worth. Babes anybody  The Chicken Fried Steak! SO good!,ate new favorite yesterday hole wall country ft worth babes anybody chicken fried steak good POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
766180,1,"@NickyMcB haha I do that too, with salt. Ppl think I am insane (which I am) but its good all the same ",MENTION laaugh salt think insane good POSITIVE POSITIVE POSITIVE POSITIVE
223763,1,I got some of the best remixxxes!!! I love when I find some good songs to bounce to. ,got best remixxes love find good songs bounce POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
562399,1,@margotrobbie good morning and good morning from uk i should really be going to bed before my baby girl wakes me up lol ,MENTION good morning good morning uk really going bed baby girl wakes laugh POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
87737,0,i dont feel to good  ... hmm sadly single. its all about the choices you make and you shouldve made better ones.,not NEG_feel NEG_to good hmm sadly single choices make shouldve made better ones POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
130727,1,@Adjix That's good news ,MENTION good news POSITIVE NEGATIVE POSITIVE NEGATIVE
63319,0,@dj_scottie So one speaker never recovered lol fack! so the Plate was crazy packed? dammit it I ALWAYS miss the good nights! Oh well... ,MENTION one speaker never recovered laugh fack plate crazy packed dammit always miss good nights oh well POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
316438,1,Okay you know somethin is good when you dream about it. Land of the lost dreams are even stranger than the show. Can't wait for the movie ,okay know somethin good dream land lost dreams even stranger show ca not NEG_wait NEG_for movie POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
688655,0,"@csline I think I'll watch T2 either 2 or 3 times on the big screen  Depends on how good it is. hehe Yup, sucks that you won't be here ",MENTION think watch either times big screen depends good hehe yup sucks wo not NEG_be NEG_here POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
618615,0,This new perfum doesn't smell to good anymore! ,new perfum not NEG_smell NEG_to good anymore POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
160805,0,@talentdmrripley  maybe a good night's sleep for everyone?,MENTION maybe good night sleep everyone POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
118011,1,goodnight! ,goodnight POSITIVE POSITIVE
484781,1,#goodSex is with @MissKeriBaby ,HASHTAG goodsex MENTION
627422,1,@godbeat  good ,MENTION good POSITIVE POSITIVE
613060,1,Had such a nice celebration w/ my ladies in the pit at No Doubt  goodbye ATL! See you suckas in a few months (maybe maybe not),nice celebration ladies pit not NEG_doubt NEG_goodbye atl see suckas months maybe maybe not POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
319205,1,@craigbeasley ok sounds good  can't wait till you're out west!!,MENTION ok sounds good ca not NEG_wait NEG_till west POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
219193,0,&quot;Google Tasks&quot; is VERY good for taking notes. I'm surprised. Too bad the iPhone version sucks  Maybe it's time for my first iPhone app...,google tasks good taking notes surprised bad iphone version sucks maybe time first iphone app POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
657934,0,@daxigrey I had a good day thanks. How about you? It's a shame you can't come tomorrow   You're visiting a uni aren't you?,MENTION good thanks shame WEBSITE tomorrow visiting uni not NEG_you POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
429036,0,why are all the good guys taken? &amp; why do those guys have to work with me? not fair. at all. ,good guys taken guys work not NEG_fair NEG_at POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
8204,1,"@stroughtonsmith Thanks for the DevDay heads up, I've put my name down - it'll be good for a beginner like myself I reckon ",MENTION thanks devday heads put name good beginner like reckon POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
72266,0,Now waitin 4 bus. Looks like it might rain  but have ipod so its all good :-P,waitin bus laaughks like might rain ipod good POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
328376,0,@figgirl Your tasty pizza sounds so good. Wish I lived closer ,MENTION tasty pizza sounds good wish lived closer POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
500387,1,"@breatheitin yeah I'm good girl, jus enjoyin the weather  How's u day been?",MENTION yeah good girl jus enjoyin weather POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
465619,1,@a49erfangirl roasted garlic hummus and &quot;less fat&quot; wheat thins! it was good ,MENTION roasted garlic hummus less fat wheat thins good POSITIVE NEGATIVE POSITIVE NEGATIVE
483722,1,"had some good news at the fracture clinic today- shoulder immobiliser now gone, just a collar and cuff - could be back on a bike 2-3 wks! ",good news fracture clinic today shoulder immobiliser gone collar cuff could back bike wks POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
286478,1,"@SCIZZORWIZARD Grey Goose is good, I prefer Lindsay's sweat tho. :p LOL Er, Absolute.  LOL",MENTION grey goose good prefer lindsay sweat tho laugh er absolute laugh POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
775252,0,Sad. Lonely. Tired. Unsatisfied. Not a good night ,sad lonely tired unsatisfied not NEG_good NEG_night NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
270787,1,"Delegate Bob Marshall: Talks too fast to get a good quote, but rocking the house.  ",delegate bob marshall talks fast good quote rocking house POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
250217,0,have math exam tomorrow. boo hoo. i am NOT looking forward to it  goodnight twitterville. x,math exam tomorrow boo hoo not NEG_laaughking NEG_forward goodnight twitterville POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
182893,0,"@russianassassin ohhhhhhhh, good point. international charges suck  i would want an iphone, but i have a touch already &amp; AT&amp;T sucks in NYC",MENTION ohh good point international charges suck would want iphone touch already sucks nyc POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
19551,1,@VanessaHudgens just saw zac's new film-- tell him it's awesome! he was sooo good at playing a 37 year old dad ,MENTION saw zac new film tell awesome soo good playing year old dad POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
382549,0,It's not good weather outside ,not NEG_good NEG_weather outside NEGATIVE NEGATIVE
134378,1,heading to bed. productive day at work today and another good workout. night night all ,heading bed productive work today another good workout night night POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
132030,0,@lindam73 Things are good.  Not too much excitement for an early Monday morning.  Sorry to hear there's screwed aspects in your life. ,MENTION things good not NEG_too NEG_much excitement early monday morning sorry hear screwed aspects life POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
512512,1,@ladybug8320 good morning ma'am ,MENTION good morning POSITIVE POSITIVE
755921,0,"i wish there was a good bball school for me to go to in brooklyn, i wouldnt have to leave ",wish good school brooklyn would not NEG_have NEG_to leave POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
242739,0,@lazywei879 hey!! good to see u here!! i wish to tho.. got a lot of problems.  sigh sigh sigh. now focus on alevel 1st!! lol,MENTION hey good see wish tho got lot problems sigh sigh sigh focus alevel st laugh POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
259221,0,@corgisrule good for them! i miss the dog beach. it's so far away. ,MENTION good miss dog beach far away POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
16606,1,@rach91 good summary ,MENTION good summary POSITIVE POSITIVE
307830,1,@mathildepiard I'll see what I can do. Worst comes to worst I'll try to take real good notes ,MENTION see WEBSITE es worst try take real good notes POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
387961,1,@ThisStarChild oh goodie ,MENTION oh goodie
430548,1,"@2NiteBoy good, thanks  hbu? xo",MENTION good thanks hbu xo POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
577332,0,@babygirlparis good night paris! love you so much! i really hope one day i will be such beautiful as you  xoxo viktoria (vienna),MENTION good night paris love much really hope one beautiful xoxo viktoria vienna POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
587603,0,sadly   a week or 2 ago i got chocolate on my favorite Lululemon jacket but at least i can wash it! yay! but chocolate is good though!,sadly week ago got chocolate favorite lululemon jacket least wash yay chocolate good though POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
521465,1,Paddypower is giving odds of 50/1 on an election before the end of June. Its looking like a good bet ,paddypower giving odds election end june laaughking like good bet POSITIVE NEGATIVE POSITIVE NEGATIVE
654779,1,@blottedcopybook - sounds equally restorative! Have a good Sunday ,MENTION sounds equally restorative good sunday POSITIVE POSITIVE
47308,1,"@JayGee101 ahhh i wish i could but i dont think i will be in their good books,,taking my iphone though ",MENTION ahh wish could not NEG_think NEG_will good bookstaking iphone though POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
53106,0,"@Mz_Beezy09_SOD thats good,  its rainin so my plans of beaches and sh*t are dead now ",MENTION thats good rainin plans beaches sht dead POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
18643,1,"@CatholicFoodie Greek herbs, caught my attention   Teriyaki is good but stip steak...ya, your way sounds yum!",MENTION greek herbs caught attention teriyaki good stip steak way sounds yum POSITIVE POSITIVE POSITIVE POSITIVE
521977,1,"@yankee32879 Went to see Phish at Jones Beach, which was just amazing!! So I'm okay with missing the goals. Thank goodness for recaps. ",MENTION went see phish jones beach amazing okay missing goals thank goodness recaps POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
42101,1,damn i'm not even close to being tired but i have to be up in like 4 hours. good knight ladies ,damn not NEG_even NEG_close tired like hours good knight ladies POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
793879,0,@frebro Moving out of sthlm for good? ,MENTION moving sthlm good POSITIVE NEGATIVE POSITIVE NEGATIVE
655331,0,@bree_bear D: thats not good  why did they do the surgery ,MENTION thats not NEG_good NEG_why surgery NEGATIVE NEGATIVE NEGATIVE NEGATIVE
171276,1,Olive garden was good. Seeing uncle bill was good too ,olive garden good seeing uncle bill good POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
117931,1,Still awake lol Finished talking to a really good Brawl player. We talking in SmashSpace.ning.com  Join the website if you like SSBB! ,still awake laugh finished talking really good brawl player talking smashspace WEBSITE join website like POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
177908,0,I'm gonna cryyy!!! My car looked so good clean and its fuckin raining!?! I always do this...wash it right before it rains ,gonna cryy car laaughked good clean fuckin raining always wash right rains POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
686328,1,good night &amp; gute nacht! ,good night gute nacht POSITIVE POSITIVE POSITIVE POSITIVE
281077,0,Is done wit the mixtape and ready to start distributin just ain't got no cover  shit sux. But good music doesn't need a appearance....,done wit mixtape ready start distributin ai not NEG_got NEG_not cover shit sux good music not need appearance POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
472996,1,monika think's sneezing is good for the soul. ,monika think sneezing good soul POSITIVE POSITIVE
298594,1,@billiemcfly your a brilliant dougie poynter fan aren't you  be a bitch to the gf..good thinking ;),MENTION brilliant dougie poynter fan not NEG_you NEG_be bitch gf good thinking EMOJI POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
751193,1,"Bed time for me, goodnight interweb, i love you muchly.  Leave me stuff and follow me  x x x",bed time goodnight interweb love muchly leave stuff follow POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
256990,0,"The Chris Leavins story hour was good! He's really funny, I got some pics none with us together tho ",chris leavins story hour good really funny got pics none us together tho POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
21823,1,"@babybritt721 Hope you're having a good weekend. Remember, no more work till Monday! ",MENTION hope good weekend remember not NEG_more NEG_work till monday POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
727927,1,No phones today &amp; I get to talk to my sweetie later. Today....is gonna be a good day.  32 more days!,not NEG_phones NEG_today talk sweetie later today gonna good days POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
120925,0,@mygoodcents But I'm getting ready for bed now. ,MENTION getting ready bed POSITIVE POSITIVE
418618,0,"@bookgeek227 Yeah, I'm hoping it's just a viral infection. I'm not as sore today which is good. But, I did over do it a little ",MENTION yeah hoping viral infection not NEG_as NEG_sore today good little POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
300966,0, i wanted to win but its allll good lol,wanted win good laugh POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
436580,1,Working!  being positive.. Today will be a good day!,working positive today good POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
660404,1,brandnew german basenotes presented tomorrow in Hamburg is already online. looks good -  moreover &quot;usual suspects&quot; are already at work ,brandnew german basenotes presented tomorrow hamburg already online laaughks good moreover usual suspects already work POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
631046,0,"@MISSMYA I don't think that the place I downloaded it from was a very good place though, not good ",MENTION not NEG_think NEG_that place downloaded good place though not good POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
